,hs,wind_speed,wind_dir,picks_period,avg_period
4836,0.1,6.4,3,2.7,3.03
4837,0.1,6.5,3,2.7,3.02
4838,0.1,6.5,3,2.7,3.03
4839,0.1,6.4,3,3.95,3.07
4840,0.1,6.3,3,3.98,3.11
4841,0.1,6.1,4,4.0,3.11
4842,0.1,6.0,4,2.71,3.04
4843,0.1,5.8,4,2.7,2.98
4844,0.1,5.8,4,2.7,2.95
4845,0.1,5.8,4,2.7,2.94
4846,0.1,5.7,4,2.71,2.95
4847,0.1,5.6,4,3.8,2.98
4848,0.1,5.4,4,3.79,3.01
4849,0.1,5.5,4,3.65,3.03
4850,0.1,5.4,4,3.54,3.02
4851,0.1,5.3,4,3.48,2.99
4852,0.1,5.1,4,3.39,2.95
4853,0.1,4.8,4,3.3,2.91
4854,0.1,4.5,7,3.26,2.92
4855,0.1,4.3,7,3.23,3.12
4856,0.1,4.8,8,7.27,3.73
4857,0.1,5.5,8,6.74,4.58
4858,0.1,5.9,8,6.53,5.1
4859,0.1,6.5,8,6.55,5.23
4860,0.1,7.2,8,6.66,5.11
4861,0.3,7.3,8,2.72,3.07
4862,0.7,7.5,8,3.39,3.31
4863,0.7,7.4,8,3.9,3.72
4864,0.7,7.4,8,4.0,3.82
4865,0.7,7.4,8,4.02,3.82
4866,0.7,7.5,8,4.09,3.83
4867,0.7,7.5,8,4.3,3.91
4868,0.8,7.2,8,4.49,4.02
4869,0.8,7.0,8,4.7,4.14
4870,0.8,6.7,8,4.8,4.29
4871,0.8,6.4,8,4.98,4.47
4872,0.8,6.1,8,5.36,4.65
4873,0.8,5.9,8,5.85,4.79
4874,0.8,5.8,8,5.81,4.86
4875,0.8,5.6,8,5.78,4.89
4876,0.7,5.6,8,5.74,4.89
4877,0.7,5.5,8,5.7,4.87
4878,0.7,5.6,8,5.66,4.84
4879,0.7,5.7,8,5.61,4.8
4880,0.6,5.9,8,5.55,4.74
4881,0.6,6.0,8,5.47,4.68
4882,0.6,6.0,8,5.4,4.61
4883,0.6,6.2,8,5.34,4.53
4884,0.6,6.1,8,5.3,4.47
4885,0.6,5.9,8,5.28,4.48
4886,0.7,5.8,8,5.28,4.55
4887,0.7,5.5,8,5.34,4.65
4888,0.7,5.3,8,5.47,4.78
4889,0.7,5.1,8,5.66,4.92
4890,0.8,4.8,8,5.8,5.04
4891,0.8,4.7,8,5.91,5.15
4892,0.8,4.5,5,5.98,5.24
4893,0.8,4.4,5,6.02,5.3
4894,0.8,4.3,5,6.05,5.34
4895,0.8,4.2,5,6.06,5.36
4896,0.7,4.0,5,6.07,5.37
4897,0.7,4.0,5,6.07,5.35
4898,0.7,4.0,5,6.05,5.32
4899,0.7,4.1,5,6.0,5.27
4900,0.6,4.1,5,5.94,5.21
4901,0.6,4.2,5,5.87,5.14
4902,0.6,4.4,6,5.81,5.06
4903,0.5,4.7,6,5.75,4.97
4904,0.5,5.4,6,5.68,4.86
4905,0.5,5.7,6,5.6,4.71
4906,0.5,6.1,6,5.45,4.5
4907,0.5,6.5,6,5.32,4.15
4908,0.6,6.8,6,5.23,3.76
4909,0.7,7.0,6,3.87,3.8
4974,0.5,3.3,2,4.11,3.97
4975,0.4,3.3,2,4.0,3.92
4976,0.4,3.4,2,3.93,3.86
4977,0.4,3.4,2,3.87,3.81
4978,0.3,3.5,2,3.73,3.77
4979,0.3,3.6,2,3.63,3.72
4980,0.3,3.7,2,3.58,3.68
4981,0.3,3.6,2,3.55,3.67
4982,0.3,3.6,2,3.52,3.66
4983,0.3,3.4,2,3.46,3.66
4984,0.3,3.3,2,3.35,3.65
4985,0.2,3.3,2,3.32,3.64
4986,0.2,3.2,2,3.32,3.66
4987,0.2,3.3,6,3.98,3.72
4988,0.3,3.3,6,4.68,3.8
4989,0.3,3.6,6,4.7,3.86
4990,0.3,3.7,6,4.65,3.9
4991,0.3,3.9,6,4.58,3.9
4992,0.3,4.0,6,4.44,3.88
4993,0.3,4.1,6,4.32,3.84
4994,0.3,4.1,6,4.16,3.78
4995,0.2,4.2,6,4.01,3.71
4996,0.2,4.2,6,3.86,3.64
4997,0.2,4.2,6,3.75,3.56
4998,0.2,4.3,6,3.71,3.49
4999,0.2,4.5,6,3.67,3.42
5000,0.2,4.8,6,3.65,3.38
5001,0.3,5.1,6,3.77,3.47
5002,0.3,5.4,6,4.58,3.67
5003,0.4,5.5,6,4.7,3.87
5004,0.4,5.7,6,4.81,4.02
5005,0.5,5.9,6,4.97,4.07
5006,0.5,6.1,6,5.04,4.03
5007,0.6,6.4,6,4.98,3.91
5008,0.6,6.6,6,4.8,3.84
5009,0.7,6.8,6,4.61,3.87
5010,0.8,7.1,6,4.51,3.94
5011,0.9,7.4,6,4.58,4.03
5012,1.0,7.6,6,4.72,4.16
5013,1.1,7.5,6,4.87,4.35
5014,1.3,8.1,6,5.24,4.58
5015,1.5,8.3,6,5.48,4.87
5016,1.7,8.3,6,5.92,5.2
5017,2.0,9.2,6,6.34,5.48
5018,2.1,8.4,6,6.52,5.72
5019,2.2,8.5,6,6.79,5.89
5020,2.2,8.2,6,7.0,6.01
5021,2.2,8.4,6,7.08,6.08
5022,2.2,8.5,6,7.12,6.1
5023,2.2,8.1,6,7.14,6.11
5024,2.1,7.7,6,7.15,6.1
5025,2.0,7.1,6,7.13,6.08
5026,1.9,6.5,5,7.08,6.04
5027,1.8,6.3,5,7.04,5.97
5028,1.7,6.2,5,6.98,5.9
5029,1.6,6.2,5,6.91,5.82
5030,1.5,6.1,5,6.8,5.72
5031,1.5,5.9,5,6.59,5.62
5032,1.4,5.7,5,6.44,5.51
5033,1.3,5.6,5,6.33,5.39
5034,1.2,5.6,5,6.22,5.28
5035,1.1,5.5,5,5.98,5.16
5036,1.1,5.4,8,5.79,5.04
5037,1.0,5.5,8,5.68,4.92
5038,1.0,5.7,8,5.49,4.79
5039,0.9,6.1,8,5.31,4.67
5040,0.9,6.3,8,5.24,4.55
5041,0.9,6.2,8,5.18,4.49
5042,1.0,6.1,8,5.13,4.51
5043,1.0,6.0,8,5.12,4.55
5044,1.0,6.1,8,5.21,4.6
5045,1.0,6.5,8,5.33,4.65
5046,1.1,6.9,5,5.45,4.69
5047,1.1,7.2,5,5.6,4.73
5048,1.2,7.3,5,5.74,4.81
5049,1.3,7.4,5,5.85,4.94
5050,1.4,7.5,5,6.01,5.09
5051,1.5,7.5,5,6.26,5.22
5052,1.5,7.2,5,6.38,5.35
5053,1.5,6.5,5,6.44,5.47
5054,1.5,5.8,6,6.49,5.59
5055,1.4,5.4,6,6.53,5.7
5056,1.4,5.5,2,6.55,5.78
5057,1.3,6.2,2,6.58,5.83
5058,1.2,7.2,2,6.59,5.79
5059,1.3,7.5,1,6.6,5.28
5060,1.4,7.4,1,6.59,5.19
5061,1.5,6.8,1,6.45,5.15
5062,1.5,6.5,1,6.11,5.19
5063,1.5,6.4,1,6.14,5.25
5064,1.5,6.0,1,6.14,5.32
5065,1.5,5.3,2,6.11,5.4
5066,1.4,4.9,2,6.06,5.47
5067,1.4,4.7,2,6.02,5.52
5068,1.3,4.7,2,6.0,5.53
5069,1.2,5.0,6,5.97,5.5
5070,1.2,5.5,6,5.94,5.44
5071,1.1,6.1,6,5.91,5.32
5072,1.1,6.6,6,5.87,5.14
5073,1.0,7.1,6,5.8,4.88
5074,1.1,7.5,6,5.63,4.63
5075,1.1,7.7,6,5.14,4.51
5076,1.2,7.9,6,4.91,4.45
5077,1.3,7.9,6,4.93,4.48
5078,1.4,7.8,6,5.1,4.58
5079,1.5,7.5,6,5.34,4.76
5080,1.6,7.6,6,5.52,4.98
5081,1.7,7.7,6,5.88,5.2
5082,1.8,7.9,6,6.02,5.35
5083,1.8,8.4,6,6.28,5.43
5084,1.9,9.0,6,6.39,5.49
5085,2.1,9.6,6,6.45,5.57
5086,2.4,0.6,6,6.57,5.73
5087,2.7,1.2,6,6.98,5.98
5088,3.0,1.5,6,7.14,6.23
5089,3.2,1.2,6,7.55,6.49
5090,3.3,0.9,6,7.74,6.67
5091,3.3,0.6,6,7.81,6.77
5092,3.2,0.0,6,7.86,6.82
5093,3.1,9.4,6,7.89,6.84
5094,3.0,8.9,6,7.88,6.82
5095,2.9,8.4,2,7.84,6.77
5096,2.7,8.3,2,7.79,6.68
5097,2.6,8.2,2,7.73,6.59
5098,2.5,7.8,2,7.66,6.5
5099,2.4,7.6,2,7.56,6.4
5100,2.3,7.6,6,7.38,6.3
5101,2.2,7.4,6,7.17,6.2
5102,2.1,7.1,6,7.07,6.1
5103,2.0,6.7,6,7.0,6.01
5104,1.9,6.6,6,6.91,5.92
5105,1.8,6.2,6,6.76,5.83
5106,1.6,5.7,6,6.53,5.75
5107,1.6,5.9,6,6.43,5.68
5108,1.5,5.8,6,6.38,5.62
5109,1.4,5.6,6,6.34,5.58
5110,1.4,5.5,6,6.29,5.54
5111,1.3,5.5,6,6.24,5.51
5112,1.3,5.5,6,6.19,5.48
5113,1.2,5.6,6,6.17,5.45
5114,1.2,5.6,6,6.18,5.41
5115,1.1,5.7,6,6.17,5.35
5116,1.1,5.7,6,6.14,5.28
5117,1.1,5.8,6,6.08,5.19
5118,1.0,6.2,6,5.95,5.09
5119,1.0,6.1,6,5.83,4.98
5120,1.0,6.2,6,5.74,4.9
5121,1.0,6.3,6,5.68,4.84
5122,1.0,6.6,6,5.62,4.78
5123,1.0,6.0,6,5.57,4.77
5124,1.0,6.1,6,5.49,4.77
5125,1.0,6.2,6,5.44,4.76
5126,1.0,5.6,6,5.42,4.77
5127,1.0,5.5,6,5.41,4.78
5128,0.9,5.3,6,5.43,4.79
5129,0.9,5.3,6,5.44,4.79
5130,0.9,5.2,6,5.46,4.79
5131,0.9,5.1,6,5.46,4.78
5132,0.8,5.1,6,5.43,4.75
5133,0.8,4.9,6,5.38,4.71
5134,0.8,4.9,6,5.33,4.66
5135,0.7,4.8,6,5.28,4.61
5136,0.7,4.6,6,5.23,4.56
5137,0.7,4.4,6,5.17,4.51
5138,0.7,4.2,6,5.1,4.47
5139,0.6,4.1,6,5.01,4.44
5140,0.6,3.9,6,4.94,4.41
5141,0.6,3.8,6,4.91,4.39
5142,0.6,3.9,6,4.89,4.36
5143,0.5,4.0,6,4.88,4.34
5144,0.5,4.3,5,4.86,4.3
5145,0.5,4.7,5,4.83,4.25
5146,0.5,5.1,5,4.79,4.2
5147,0.5,5.6,5,4.76,4.14
5148,0.4,6.0,5,4.71,4.04
5149,0.4,6.5,5,4.65,3.83
5150,0.6,7.0,5,4.56,3.25
5151,0.8,7.5,5,3.72,3.51
5152,1.0,8.0,5,4.06,3.81
5153,1.0,7.9,5,4.4,4.0
5154,1.1,8.0,5,4.52,4.12
5155,1.3,9.4,5,4.73,4.22
5156,1.6,9.3,5,4.89,4.44
5157,1.7,9.0,5,5.32,4.77
5158,1.8,9.4,5,5.53,4.97
5159,2.0,0.2,5,5.85,5.19
5160,2.1,9.1,5,6.04,5.41
5161,2.3,9.8,5,6.34,5.53
5162,2.4,9.6,5,6.43,5.7
5163,2.4,9.5,5,6.54,5.81
5164,2.4,0.0,5,6.74,5.87
5165,2.4,9.2,5,6.92,5.96
5166,2.4,9.6,5,6.97,5.97
5167,2.3,8.5,5,6.98,5.97
5168,2.3,8.6,5,7.0,5.99
5169,2.2,8.0,5,7.01,5.98
5170,2.1,7.7,6,6.99,5.93
5171,2.1,9.0,6,6.95,5.81
5172,2.0,7.4,6,6.89,5.74
5173,2.0,8.7,6,6.81,5.67
5174,1.9,7.7,6,6.64,5.59
5175,2.0,8.1,6,6.43,5.53
5176,2.0,8.3,2,6.35,5.51
5177,1.9,7.1,2,6.32,5.52
5178,1.8,6.4,6,6.3,5.51
5179,1.6,6.7,2,6.27,5.45
5180,1.6,7.8,2,6.22,5.35
5181,1.7,7.9,2,6.21,5.35
5182,1.8,7.8,2,6.28,5.43
5183,1.8,7.9,2,6.36,5.5
5184,1.8,7.8,2,6.4,5.53
5185,1.8,7.7,2,6.42,5.55
5186,1.8,7.6,2,6.44,5.58
5187,1.8,7.4,2,6.46,5.65
5188,1.8,7.3,2,6.48,5.7
5189,1.8,7.1,2,6.5,5.74
5190,1.8,7.0,2,6.51,5.75
5191,1.7,7.1,2,6.53,5.74
5192,1.7,7.3,2,6.55,5.72
5193,1.7,7.4,2,6.6,5.68
5194,1.7,7.6,2,6.71,5.63
5195,1.6,7.8,2,6.76,5.57
5196,1.6,7.8,1,6.79,5.53
5197,1.6,7.7,1,6.79,5.5
5198,1.6,7.5,1,6.79,5.49
5199,1.6,7.2,1,6.79,5.49
5200,1.5,6.9,1,6.78,5.49
5201,1.5,6.7,1,6.76,5.48
5202,1.4,6.5,1,6.74,5.46
5203,1.3,6.1,1,6.68,5.44
5204,1.3,5.8,1,6.54,5.42
5205,1.2,5.4,1,6.43,5.39
5206,1.1,5.0,1,6.35,5.35
5207,1.0,4.6,1,6.29,5.3
5208,1.0,4.4,1,6.23,5.25
5209,0.9,4.2,1,6.17,5.18
5210,0.8,4.0,1,6.01,5.1
5211,0.8,3.8,1,5.83,5.01
5212,0.7,3.7,1,5.74,4.92
5213,0.6,3.6,1,5.67,4.83
5214,0.6,3.6,1,5.57,4.73
5215,0.6,3.5,1,5.34,4.62
5216,0.5,3.7,1,5.23,4.52
5217,0.5,3.8,1,5.16,4.42
5218,0.4,3.9,1,5.09,4.32
5219,0.4,4.1,1,4.88,4.21
5220,0.4,4.1,1,4.75,4.11
5221,0.4,4.2,1,4.69,4.01
5222,0.3,4.2,3,4.63,3.92
5223,0.3,4.2,3,4.46,3.83
5224,0.3,4.2,3,4.32,3.76
5225,0.3,3.9,3,4.25,3.68
5226,0.2,3.7,3,4.19,3.6
5227,0.2,3.4,3,4.03,3.53
5228,0.2,2.8,3,3.93,3.47
5229,0.2,2.4,3,3.88,3.41
5230,0.2,2.0,3,3.84,3.36
5231,0.2,1.7,4,3.8,3.31
5232,0.1,1.2,4,3.68,3.26
5233,0.1,0.9,4,3.59,3.22
5234,0.1,0.6,7,3.55,3.17
5235,0.1,0.6,8,3.52,3.12
5236,0.1,0.9,8,3.5,3.08
5237,0.1,1.3,8,3.46,3.03
5238,0.1,2.0,5,3.39,2.99
5239,0.1,2.6,5,3.32,2.97
5240,0.1,3.2,5,3.28,2.95
5241,0.1,3.8,5,3.26,2.94
5242,0.1,4.4,5,3.25,2.93
5243,0.1,4.8,5,3.23,2.93
5244,0.1,5.2,5,3.22,2.94
5245,0.1,5.1,5,3.22,2.96
5246,0.1,5.1,5,3.22,2.96
5247,0.1,5.2,5,3.22,2.98
5248,0.1,5.5,5,3.23,3.16
5249,0.1,5.7,5,6.1,3.97
5250,0.2,6.0,5,5.37,4.64
5251,0.3,6.3,5,5.26,4.76
5252,0.3,6.5,5,5.17,4.65
5253,0.4,6.7,5,5.01,4.28
5254,0.6,7.0,5,4.86,3.74
5255,0.7,7.1,6,4.72,3.68
5256,0.9,7.2,6,4.64,3.87
5257,0.9,7.1,6,4.66,4.01
5258,0.9,6.9,6,4.72,4.1
5259,0.9,6.7,6,4.76,4.15
5260,0.9,6.5,6,4.76,4.16
5261,0.8,6.3,6,4.74,4.14
5262,0.8,6.0,6,4.69,4.11
5263,0.7,5.9,6,4.61,4.05
5264,0.7,5.6,6,4.5,3.99
5265,0.6,5.3,6,4.43,3.92
5266,0.6,5.2,6,4.36,3.85
5267,0.5,4.9,6,4.26,3.78
5268,0.5,4.7,6,4.09,3.7
5269,0.4,4.6,6,3.98,3.62
5270,0.4,4.4,6,3.92,3.57
5271,0.4,4.3,6,3.85,3.54
5272,0.3,4.3,6,3.74,3.53
5273,0.3,4.1,6,3.7,3.52
5274,0.3,4.0,6,3.67,3.5
5275,0.3,4.4,6,3.64,3.48
5276,0.3,4.4,6,3.6,3.45
5277,0.3,4.4,6,3.56,3.43
5278,0.2,4.6,6,3.5,3.41
5279,0.2,4.8,6,3.33,3.35
5280,0.2,4.8,6,3.22,3.26
5281,0.3,4.8,6,3.09,3.1
5282,0.3,4.8,6,2.83,2.9
5283,0.5,4.7,6,3.12,3.0
5284,0.5,4.6,6,3.62,3.37
5285,0.5,4.5,6,3.68,3.49
5286,0.4,4.5,6,3.65,3.5
5287,0.4,4.6,6,3.6,3.43
5288,0.4,4.7,6,3.53,3.34
5289,0.3,4.7,6,3.44,3.27
5290,0.3,4.7,6,3.34,3.19
5291,0.3,4.7,6,3.28,3.09
5292,0.3,4.7,6,3.22,2.98
5293,0.3,4.8,6,3.4,3.02
5294,0.3,4.7,6,3.55,3.2
5295,0.4,4.7,6,3.63,3.36
5296,0.4,4.7,6,3.81,3.46
5297,0.4,4.6,6,3.96,3.51
5298,0.4,4.6,6,3.99,3.53
5299,0.4,4.6,6,4.01,3.54
5300,0.4,4.5,6,4.01,3.54
5301,0.3,4.4,6,4.01,3.53
5302,0.3,4.4,6,4.0,3.52
5303,0.3,4.4,6,3.99,3.5
5304,0.3,4.3,6,3.97,3.49
5305,0.3,4.4,6,3.96,3.46
5306,0.3,4.4,6,3.93,3.44
5307,0.3,4.5,6,3.91,3.42
5308,0.3,4.6,6,3.88,3.39
5309,0.3,4.6,6,3.84,3.37
5310,0.3,4.7,6,3.78,3.34
5311,0.3,4.7,6,3.72,3.33
5312,0.3,4.6,6,3.69,3.33
5313,0.3,4.5,6,3.67,3.34
5314,0.3,4.3,6,3.66,3.35
5315,0.3,4.2,6,3.67,3.38
5316,0.3,4.0,6,3.68,3.41
5317,0.3,3.8,6,3.69,3.45
5318,0.3,3.6,6,3.71,3.48
5319,0.3,3.5,6,3.73,3.5
5320,0.3,2.9,6,3.75,3.52
5321,0.2,2.9,2,3.76,3.53
5322,0.2,2.8,2,3.78,3.55
5323,0.2,2.7,2,3.8,3.56
5324,0.2,2.4,2,3.83,3.58
5325,0.2,2.1,2,3.87,3.59
5326,0.2,1.7,2,3.9,3.6
5327,0.2,1.4,2,3.92,3.6
5328,0.2,1.1,1,3.93,3.59
5329,0.2,0.5,1,3.93,3.59
5330,0.2,0.1,1,3.93,3.58
5331,0.2,0.1,7,3.93,3.58
5332,0.2,0.4,7,3.92,3.58
5333,0.2,0.6,7,3.92,3.58
5334,0.2,0.7,8,3.91,3.58
5335,0.2,0.6,8,3.91,3.57
5336,0.2,0.5,8,3.91,3.57
5337,0.2,0.4,8,3.91,3.56
5338,0.2,0.3,5,3.91,3.54
5339,0.2,0.3,6,3.9,3.53
5340,0.2,0.2,6,3.91,3.51
5341,0.2,0.0,4,3.92,3.49
5342,0.2,0.3,4,3.94,3.48
5343,0.1,0.7,4,3.95,3.46
5344,0.1,1.1,4,3.96,3.44
5345,0.1,1.6,4,3.95,3.42
5346,0.1,1.8,4,3.92,3.4
5347,0.1,1.8,4,3.9,3.37
5348,0.1,1.6,7,3.87,3.33
5349,0.1,1.5,7,3.83,3.28
5350,0.1,1.3,7,3.79,3.24
5351,0.1,1.3,8,3.7,3.2
5352,0.1,1.3,8,3.63,3.16
5353,0.1,1.4,8,3.59,3.13
5354,0.1,1.6,8,3.55,3.1
5355,0.1,1.9,5,3.52,3.08
5356,0.1,2.1,5,3.49,3.05
5357,0.1,2.4,5,3.48,3.04
5358,0.1,2.7,5,3.47,3.03
5359,0.1,2.8,5,3.46,3.02
5360,0.1,2.8,5,3.45,3.02
5361,0.1,3.0,5,3.42,3.02
5362,0.1,2.9,5,3.38,3.01
5363,0.1,3.0,5,3.34,3.01
5364,0.1,2.9,5,3.31,3.01
5365,0.1,2.7,5,3.29,3.01
5366,0.1,2.6,5,3.28,3.01
5367,0.1,2.4,5,3.27,3.01
5368,0.1,2.4,5,3.26,3.01
5369,0.1,2.2,5,3.26,3.01
5370,0.1,2.2,8,3.26,3.01
5371,0.1,2.1,8,3.27,3.02
5372,0.1,2.3,8,3.86,3.03
5373,0.1,2.5,8,3.86,3.04
5374,0.1,2.8,7,3.86,3.06
5375,0.1,3.1,7,3.87,3.09
5376,0.1,3.4,7,3.87,3.12
5379,0.1,4.5,7,3.88,3.13
5380,0.1,4.7,7,3.87,3.11
5381,0.1,4.5,7,3.87,3.09
5382,0.1,4.7,7,3.87,3.07
5383,0.1,5.3,7,3.87,3.06
5384,0.1,5.6,7,3.87,3.04
5385,0.1,5.8,7,2.77,3.01
5386,0.1,6.1,7,2.75,3.09
5387,0.1,6.4,7,6.38,3.52
5388,0.2,6.9,7,6.24,4.06
5389,0.3,7.4,7,5.86,4.08
5390,0.6,7.8,7,2.68,3.46
5391,1.0,8.1,7,3.59,3.7
5392,1.1,8.5,7,4.58,4.05
5393,1.3,8.8,7,4.67,4.24
5394,1.3,8.2,7,4.83,4.37
5395,1.3,7.9,7,4.98,4.47
5396,1.3,7.4,7,5.11,4.53
5397,1.3,7.4,7,5.18,4.55
5398,1.2,7.1,7,5.19,4.53
5399,1.2,6.8,7,5.17,4.48
5400,1.1,6.5,8,5.11,4.4
5401,1.0,6.2,8,4.98,4.32
5402,0.9,6.0,8,4.89,4.25
5403,0.8,5.7,8,4.85,4.18
5404,0.7,5.5,8,4.82,4.13
5405,0.6,5.3,8,4.8,4.09
5406,0.6,5.2,8,4.76,4.06
5407,0.6,5.2,8,4.71,4.03
5408,0.5,5.2,8,4.65,4.0
5409,0.5,5.1,8,4.55,3.97
5410,0.5,5.1,8,4.43,3.93
5411,0.5,5.2,8,4.36,3.88
5412,0.4,5.2,8,4.3,3.84
5413,0.4,5.0,8,4.25,3.8
5414,0.4,4.8,8,4.2,3.79
5415,0.4,4.7,8,4.14,3.79
5416,0.4,4.7,8,4.09,3.81
5417,0.4,4.6,8,4.07,3.83
5418,0.4,4.6,5,4.06,3.87
5419,0.4,4.3,5,4.06,3.92
5420,0.4,4.1,5,4.08,3.97
5421,0.4,4.1,5,4.12,4.01
5422,0.4,4.0,5,4.22,4.05
5423,0.4,3.9,5,4.43,4.08
5424,0.4,4.0,5,4.66,4.1
5425,0.4,4.1,5,4.68,4.1
5426,0.4,4.1,5,4.66,4.1
5427,0.4,4.2,5,4.62,4.07
5428,0.4,4.3,5,4.57,4.03
5429,0.4,4.5,5,4.47,3.98
5430,0.3,4.6,5,4.41,3.92
5431,0.3,4.7,5,4.35,3.85
5432,0.3,4.9,5,4.3,3.77
5433,0.3,4.9,5,4.26,3.7
5434,0.3,5.2,5,4.2,3.62
5435,0.3,5.4,5,4.11,3.53
5436,0.3,5.6,5,4.02,3.42
5437,0.3,5.7,5,3.93,3.3
5438,0.3,5.7,5,3.77,3.17
5439,0.3,5.5,5,3.59,3.09
5440,0.3,5.1,5,3.54,3.08
5441,0.4,5.5,5,3.5,3.07
5442,0.4,5.3,5,3.47,3.08
5443,0.4,5.2,5,3.45,3.12
5444,0.4,5.2,5,3.43,3.18
5445,0.4,5.1,5,3.43,3.26
5446,0.4,5.2,5,3.53,3.35
5447,0.4,5.3,5,3.68,3.45
5448,0.4,5.5,5,3.81,3.56
5449,0.5,5.9,5,3.99,3.65
5450,0.5,6.2,5,4.03,3.69
5451,0.5,6.6,5,4.01,3.68
5452,0.6,7.0,5,3.98,3.65
5453,0.7,7.3,5,3.97,3.68
5454,0.8,7.5,5,4.06,3.8
5455,0.9,7.7,5,4.4,3.96
5456,1.1,7.9,5,4.62,4.14
5457,1.3,8.0,5,4.87,4.34
5458,1.4,8.2,5,5.21,4.54
5459,1.5,8.3,5,5.39,4.77
5460,1.6,7.9,5,5.79,5.01
5461,1.7,7.9,5,5.96,5.2
5462,1.7,7.9,5,6.21,5.35
5463,1.7,7.8,5,6.37,5.44
5464,1.7,7.6,5,6.42,5.48
5465,1.7,7.5,5,6.43,5.49
5466,1.6,7.2,5,6.43,5.48
5467,1.6,6.9,5,6.41,5.47
5468,1.5,6.4,5,6.38,5.47
5469,1.4,5.7,5,6.35,5.47
5470,1.4,5.0,5,6.32,5.46
5471,1.3,4.5,5,6.28,5.44
5472,1.2,4.0,5,6.23,5.4
5473,1.1,3.7,5,6.17,5.35
5474,1.1,3.7,5,6.12,5.29
5475,1.0,3.4,5,6.08,5.22
5476,1.0,3.5,5,6.02,5.15
5477,0.9,3.6,5,5.92,5.08
5478,0.9,3.8,5,5.81,5.0
5479,0.8,3.9,5,5.71,4.93
5480,0.8,3.9,5,5.65,4.85
5481,0.7,3.9,5,5.59,4.78
5482,0.7,3.8,5,5.52,4.71
5483,0.7,3.6,5,5.34,4.64
5484,0.6,3.6,5,5.25,4.58
5485,0.6,3.4,5,5.21,4.52
5486,0.6,3.3,5,5.19,4.48
5487,0.5,3.4,6,5.18,4.45
5488,0.5,3.1,6,5.18,4.45
5489,0.5,2.8,6,5.19,4.45
5490,0.5,2.7,6,5.2,4.44
5491,0.5,2.6,6,5.18,4.41
5492,0.4,2.4,6,5.13,4.36
5493,0.4,2.4,6,5.05,4.29
5494,0.4,2.4,2,4.92,4.21
5495,0.4,2.6,2,4.82,4.13
5496,0.3,2.7,2,4.75,4.05
5497,0.3,2.8,2,4.7,3.98
5498,0.3,3.0,2,4.63,3.91
5499,0.3,2.9,2,4.39,3.86
5500,0.3,2.9,2,4.29,3.81
5501,0.2,2.8,2,4.26,3.76
5502,0.2,2.8,2,4.25,3.71
5503,0.2,2.8,1,4.23,3.68
5504,0.2,2.8,1,4.18,3.64
5505,0.2,2.7,1,3.94,3.61
5506,0.2,2.7,1,3.92,3.58
5507,0.2,2.8,1,3.91,3.56
5508,0.2,2.8,1,3.9,3.55
5509,0.2,2.8,1,3.88,3.53
5510,0.2,2.8,3,3.83,3.52
5511,0.2,2.8,3,3.71,3.5
5512,0.1,2.8,3,3.64,3.47
5513,0.1,2.9,3,3.6,3.45
5514,0.1,3.2,3,3.56,3.43
5515,0.1,3.3,3,3.52,3.41
5516,0.1,3.5,4,3.46,3.39
5517,0.1,3.7,4,3.38,3.38
5518,0.1,4.1,4,3.34,3.37
5519,0.1,4.6,4,3.32,3.36
5520,0.1,4.8,4,3.32,3.33
5521,0.1,5.0,4,4.11,3.3
5522,0.1,5.2,4,3.97,3.26
5523,0.1,5.2,4,3.91,3.21
5524,0.1,5.1,4,3.84,3.15
5525,0.1,4.9,4,3.71,3.1
5526,0.1,4.9,4,3.61,3.06
5527,0.1,4.9,4,3.55,3.03
5528,0.1,5.1,4,3.51,3.02
5529,0.1,5.6,4,3.39,3.02
5530,0.1,5.9,3,3.25,3.0
5531,0.1,6.3,3,2.77,2.97
5532,0.1,6.7,3,2.74,2.91
5533,0.1,7.0,3,2.71,2.81
5534,0.2,7.4,3,2.68,2.65
5535,0.4,7.7,3,2.65,2.41
5536,0.8,7.9,3,3.45,3.11
5537,0.8,7.8,3,3.54,3.36
5538,0.8,7.7,3,3.64,3.59
5539,0.8,7.7,3,3.96,3.72
5540,0.9,7.7,3,4.0,3.78
5541,0.9,7.8,3,4.01,3.81
5542,0.9,7.9,3,4.03,3.84
5543,0.9,7.9,3,4.08,3.87
5544,1.0,7.8,3,4.33,3.95
5545,1.0,7.9,3,4.39,4.02
5546,1.0,7.9,3,4.41,4.05
5547,1.1,8.0,3,4.44,4.07
5548,1.1,8.1,3,4.5,4.1
5549,1.1,8.3,3,4.6,4.14
5550,1.2,8.3,3,4.7,4.19
5551,1.2,8.2,3,4.78,4.25
5552,1.3,8.3,3,4.86,4.33
5553,1.3,8.4,3,5.01,4.41
5554,1.4,8.5,3,5.22,4.51
5555,1.5,8.6,3,5.32,4.62
5556,1.5,8.5,3,5.48,4.72
5557,1.6,8.6,3,5.71,4.82
5558,1.6,8.9,3,5.78,4.88
5559,1.7,9.0,3,5.82,4.93
5560,1.8,9.8,3,5.85,4.98
5561,1.9,9.6,3,5.92,5.07
5562,1.9,9.8,3,6.08,5.15
5563,2.0,9.4,3,6.24,5.23
5564,2.0,9.5,3,6.35,5.31
5565,2.0,9.0,3,6.44,5.41
5566,2.0,9.0,3,6.54,5.53
