,hs,wind_speed,wind_dir,picks_period,avg_period
138163,1.2,1.4,6,7.03,6.69
138164,1.1,1.3,5,6.99,6.69
138165,1.0,1.6,8,6.96,6.69
138166,1.0,2.1,8,6.96,6.69
138167,0.9,2.6,8,6.96,6.7
138168,0.9,3.1,8,7.0,6.71
138169,0.8,3.6,7,9.16,6.73
138170,0.8,3.8,7,9.14,6.74
138171,0.7,4.3,7,9.11,6.75
138172,0.7,4.7,7,9.07,6.76
138173,0.6,4.9,7,9.02,6.77
138174,0.6,5.3,7,8.95,6.76
138175,0.6,5.5,7,8.74,6.74
138176,0.6,5.8,7,8.57,6.7
138177,0.5,6.1,7,8.48,6.64
138178,0.5,6.6,7,8.42,6.53
138179,0.5,7.0,7,8.37,6.17
138180,0.7,7.4,7,8.32,4.78
138181,1.0,7.8,7,3.67,4.19
138182,1.1,8.1,7,4.62,4.35
138183,1.3,8.6,7,4.77,4.44
138184,1.4,8.8,7,4.93,4.52
138185,1.5,9.2,7,5.1,4.59
138186,1.7,9.5,7,5.25,4.67
138187,1.8,9.7,7,5.35,4.79
138188,1.9,9.8,7,5.51,4.91
138189,2.0,9.9,7,5.73,5.0
138190,2.0,9.9,7,5.81,5.07
138191,2.0,9.8,7,5.86,5.11
138192,2.0,9.7,7,5.9,5.14
138193,2.0,9.5,7,5.92,5.15
138194,2.0,9.4,7,5.92,5.13
138195,1.9,9.3,7,5.89,5.09
138196,1.9,9.2,7,5.85,5.04
138197,1.8,9.1,7,5.82,4.99
138198,1.8,9.0,7,5.8,4.96
138199,1.8,8.9,7,5.77,4.93
138200,1.7,8.9,7,5.74,4.89
138201,1.7,8.9,7,5.71,4.86
138202,1.7,8.9,7,5.69,4.84
138203,1.7,8.8,7,5.71,4.86
138204,1.7,8.8,7,5.77,4.88
138205,1.7,8.7,7,5.85,4.91
138206,1.6,8.7,7,5.95,4.93
138207,1.6,8.7,7,6.05,4.94
138208,1.6,8.7,7,6.13,4.94
138209,1.6,8.6,7,6.16,4.93
138210,1.6,8.6,7,6.14,4.91
138211,1.6,8.7,7,6.1,4.88
138212,1.6,8.9,4,5.88,4.84
138213,1.6,9.1,4,5.59,4.79
138214,1.7,9.4,4,5.26,4.77
138215,1.7,9.6,4,5.03,4.77
138216,1.8,9.3,4,5.12,4.79
138217,1.8,9.2,4,5.18,4.79
138218,1.7,8.9,4,5.23,4.79
138219,1.6,8.4,4,5.29,4.78
138220,1.5,8.0,4,5.31,4.79
138221,1.4,7.4,4,5.29,4.81
138222,1.3,7.2,4,5.25,4.81
138223,1.3,7.0,4,5.2,4.81
138224,1.2,6.9,4,5.12,4.79
138225,1.1,6.8,4,4.97,4.79
138226,1.1,6.8,4,4.86,4.79
138227,1.1,6.8,4,4.8,4.79
138228,1.0,6.7,4,4.74,4.8
138229,1.0,6.5,4,4.7,4.83
138230,1.0,6.5,4,4.67,4.89
138231,0.9,6.3,4,4.65,4.98
138232,0.9,6.0,4,4.63,5.09
138233,0.9,5.8,4,4.56,5.18
138234,0.9,5.3,4,4.5,5.27
138235,0.8,4.9,4,8.68,5.41
138236,0.9,4.4,4,8.25,5.77
138237,1.0,3.9,4,8.04,6.35
138238,1.1,3.4,4,8.13,6.82
138239,1.3,3.0,4,8.19,7.1
138240,1.4,2.5,4,8.2,7.24
138241,1.4,2.1,4,8.15,7.28
138242,1.4,1.7,4,8.06,7.24
138243,1.5,1.2,4,7.95,7.14
138244,1.5,0.8,7,7.83,7.02
138245,1.5,0.7,8,7.71,6.88
138246,1.4,1.1,5,7.57,6.75
138247,1.4,1.5,5,7.38,6.61
138248,1.4,1.8,5,7.2,6.49
138249,1.4,2.0,5,7.1,6.37
138250,1.3,2.1,5,7.02,6.27
138251,1.3,2.2,6,6.94,6.18
138252,1.3,2.3,5,6.83,6.1
138253,1.2,2.3,5,6.62,6.03
138254,1.2,2.3,6,6.48,5.97
138255,1.1,2.3,6,6.41,5.91
138256,1.1,2.3,6,6.35,5.87
138257,1.1,2.3,6,6.3,5.83
138258,1.0,2.2,6,6.21,5.81
138259,1.0,2.0,6,6.06,5.79
138260,1.0,1.9,2,5.95,5.77
138261,1.0,2.0,2,5.9,5.77
138262,0.9,2.3,1,5.88,5.77
138263,0.9,2.6,1,5.87,5.78
138264,0.9,3.2,1,5.88,5.8
138265,0.9,3.7,1,5.89,5.82
138266,0.9,4.2,1,5.91,5.85
138267,0.8,4.8,1,5.93,5.87
138268,0.8,5.2,1,5.94,5.9
138269,0.8,5.7,1,5.94,5.91
138270,0.8,6.2,1,5.92,5.88
138271,0.8,6.9,1,5.9,5.65
138272,1.0,7.4,1,5.88,5.02
138273,1.1,7.6,1,4.07,4.92
138274,1.2,7.9,1,4.71,4.9
138275,1.3,8.3,3,4.9,4.86
138276,1.4,8.6,3,5.07,4.87
138277,1.5,8.7,3,5.28,4.92
138278,1.6,8.8,3,5.44,4.99
138279,1.7,8.9,3,5.66,5.07
138280,1.8,9.0,3,5.8,5.13
138281,1.8,9.0,1,5.89,5.19
138282,1.9,9.1,1,5.98,5.24
138283,1.9,9.3,1,6.1,5.29
138284,2.0,9.3,1,6.21,5.35
138285,2.0,9.3,1,6.3,5.41
138286,2.1,9.3,1,6.37,5.48
138287,2.1,9.2,1,6.43,5.54
138288,2.1,9.0,1,6.5,5.61
138289,2.1,9.0,1,6.59,5.68
138290,2.1,9.1,1,6.73,5.74
138291,2.2,9.3,1,6.86,5.8
138292,2.3,9.5,1,6.94,5.86
138293,2.3,9.7,1,6.99,5.94
138294,2.5,0.0,1,7.03,6.02
138295,2.6,0.3,1,7.11,6.11
138296,2.7,0.6,1,7.22,6.21
138297,2.8,0.8,1,7.38,6.3
138298,3.0,0.9,1,7.48,6.39
138299,3.1,1.2,1,7.56,6.48
138300,3.2,1.4,1,7.64,6.56
138301,3.2,1.3,1,7.7,6.63
138302,3.2,1.2,1,7.74,6.68
138303,3.3,1.1,1,7.78,6.72
138304,3.3,1.1,1,7.81,6.73
138305,3.3,1.1,1,7.81,6.73
138306,3.2,1.1,2,7.81,6.72
138307,3.2,1.1,2,7.79,6.71
138308,3.3,1.3,2,7.77,6.69
138309,3.3,1.6,2,7.75,6.68
138310,3.3,1.7,2,7.74,6.68
138311,3.3,1.5,2,7.73,6.68
138312,3.2,1.1,2,7.72,6.67
138313,3.2,0.8,2,7.72,6.66
138314,3.2,0.8,2,7.71,6.64
138315,3.1,0.9,2,7.69,6.6
138316,3.1,0.7,2,7.66,6.56
138317,2.9,0.2,2,7.62,6.51
138318,2.8,0.0,2,7.57,6.44
138319,2.7,9.7,2,7.5,6.36
138320,2.6,9.4,2,7.43,6.29
138321,2.5,9.0,2,7.34,6.22
138322,2.3,8.6,2,7.24,6.15
138323,2.2,8.1,2,7.17,6.09
138324,2.0,7.5,2,7.11,6.04
138325,1.9,6.8,2,7.06,6.01
138326,1.7,5.8,2,7.0,5.99
138327,1.6,4.8,6,6.95,5.97
138328,1.5,3.7,6,6.91,5.95
138329,1.3,2.7,6,6.88,5.92
138330,1.2,1.9,5,6.84,5.9
138331,1.1,1.4,5,6.8,5.89
138332,1.0,1.5,8,6.78,5.88
138333,0.9,1.8,7,6.79,5.88
138334,0.9,2.4,7,6.86,5.89
138335,0.8,3.1,7,7.1,5.9
138336,0.8,3.7,7,7.59,5.92
138337,0.7,4.0,7,7.7,5.94
138338,0.7,4.8,4,7.71,5.95
138339,0.6,5.2,4,7.68,5.94
138340,0.6,5.2,4,7.65,5.92
138341,0.6,5.2,4,7.61,5.89
138342,0.6,5.2,4,7.58,5.86
138343,0.5,5.0,3,7.52,5.86
138344,0.6,4.8,3,7.37,5.88
138345,0.6,4.6,3,6.66,5.92
138346,0.6,4.4,3,6.57,5.95
138347,0.7,4.2,3,6.55,5.97
138348,0.7,4.2,3,6.55,5.98
138349,0.7,4.1,1,6.55,6.02
138350,0.7,4.0,1,6.63,6.27
138351,0.8,3.8,1,7.88,6.67
138352,0.9,3.5,1,8.12,6.95
138353,0.9,3.0,1,7.89,7.02
138354,0.9,2.7,1,7.67,6.96
138355,0.9,2.5,1,7.5,6.82
138356,0.8,2.4,1,7.28,6.65
138357,0.8,2.4,1,7.1,6.47
138358,0.7,2.2,1,6.96,6.29
138359,0.7,2.3,2,6.79,6.14
138360,0.7,2.5,2,6.56,6.0
138361,0.6,2.6,2,6.43,5.88
138362,0.6,3.1,2,6.35,5.8
138363,0.6,3.6,2,6.3,5.74
138364,0.6,4.1,2,6.24,5.73
138365,0.6,4.7,2,6.2,5.74
138366,0.6,5.1,2,6.22,5.76
138367,0.7,5.8,2,6.35,5.77
138368,0.7,6.5,2,6.72,5.69
138369,0.8,7.2,2,6.82,5.16
138370,1.0,7.5,2,6.85,4.85
138371,1.2,8.0,2,5.1,4.91
138372,1.4,8.3,2,5.42,5.02
138373,1.6,8.5,2,5.99,5.19
138374,1.8,8.4,2,6.26,5.37
138375,1.8,8.0,2,6.44,5.52
138376,1.8,7.8,2,6.6,5.64
138377,1.8,7.5,2,6.76,5.73
138378,1.8,7.2,2,6.85,5.8
138379,1.8,7.1,2,6.91,5.84
138380,1.7,6.7,2,6.96,5.88
138381,1.7,6.8,2,6.98,5.89
138382,1.7,6.7,2,6.99,5.88
138383,1.6,6.7,2,6.97,5.85
138384,1.6,6.7,2,6.94,5.8
138385,1.6,6.7,2,6.89,5.75
138386,1.5,6.6,1,6.84,5.69
138387,1.5,6.6,1,6.78,5.65
138388,1.5,6.5,1,6.72,5.62
138389,1.5,6.6,1,6.61,5.6
138390,1.5,6.6,1,6.55,5.59
138391,1.5,6.6,1,6.54,5.6
138392,1.4,6.6,1,6.56,5.62
138393,1.4,6.6,1,6.6,5.66
138394,1.4,6.4,1,6.66,5.71
138395,1.4,6.5,3,6.75,5.77
138396,1.4,6.5,3,6.85,5.84
138397,1.4,6.7,3,6.94,5.89
138398,1.4,7.0,3,7.02,5.9
138399,1.5,7.3,3,7.08,5.87
138400,1.5,7.5,3,7.13,5.84
138401,1.5,7.7,3,7.17,5.82
138402,1.6,7.9,3,7.2,5.82
138403,1.7,8.1,3,7.17,5.8
138404,1.7,8.1,3,7.03,5.8
138405,1.8,8.2,3,6.82,5.8
138406,1.8,8.3,3,6.68,5.79
138407,1.8,8.3,3,6.64,5.77
138408,1.8,8.2,3,6.64,5.74
138409,1.8,8.2,3,6.58,5.69
138410,1.7,8.1,3,6.45,5.61
138411,1.7,8.1,3,6.27,5.48
138412,1.6,8.3,3,5.98,5.33
138413,1.6,8.4,1,5.68,5.18
138414,1.6,8.6,1,5.43,5.05
138415,1.6,8.8,1,5.33,4.97
138416,1.6,8.9,1,5.34,4.94
138417,1.7,8.8,1,5.38,4.95
138418,1.7,8.8,1,5.42,4.97
138419,1.7,8.7,1,5.46,4.99
138420,1.7,8.5,1,5.5,5.01
138421,1.7,8.3,1,5.53,5.01
138422,1.6,7.9,1,5.53,5.0
138423,1.5,7.5,1,5.48,4.96
138424,1.4,7.1,1,5.42,4.91
138425,1.3,6.8,1,5.35,4.85
138426,1.2,6.5,1,5.27,4.78
138427,1.1,6.0,1,5.14,4.73
138428,1.0,5.6,1,4.97,4.68
138429,0.9,5.1,1,4.91,4.65
138430,0.8,4.7,1,4.87,4.63
138431,0.7,4.2,3,4.86,4.61
138432,0.6,3.8,3,6.15,4.6
138433,0.6,3.6,3,6.15,4.58
138434,0.5,3.6,3,6.11,4.54
138435,0.5,3.8,4,5.58,4.45
138436,0.4,4.1,4,4.41,4.29
138437,0.3,4.5,4,4.3,4.09
138438,0.3,4.9,4,4.16,3.89
138439,0.2,5.2,4,4.01,3.72
138440,0.2,5.5,4,3.93,3.58
138441,0.2,5.9,4,3.87,3.45
138442,0.2,6.2,4,3.82,3.33
138443,0.2,6.6,4,3.71,3.19
138444,0.2,6.9,4,2.74,3.04
138445,0.2,6.9,4,2.7,2.91
138446,0.3,7.2,4,3.62,3.21
138447,0.5,7.5,4,2.67,3.11
138448,0.9,7.7,4,3.54,3.26
138449,0.9,7.9,4,3.91,3.62
138450,1.0,8.1,4,4.29,3.82
138451,1.0,8.1,4,4.41,3.96
138452,1.1,8.1,4,4.66,4.09
138453,1.1,8.1,4,4.75,4.23
138454,1.2,8.0,4,4.73,4.39
138455,1.2,7.9,4,4.75,4.55
138456,1.2,7.7,4,4.93,4.69
138457,1.2,7.4,4,6.15,4.79
138458,1.1,7.0,4,6.24,4.82
138459,1.0,6.7,4,6.27,4.83
138460,1.0,6.4,4,6.24,4.84
138461,0.9,6.1,4,6.17,4.79
138462,0.8,5.9,4,5.97,4.7
138463,0.8,5.5,4,5.7,4.64
138464,0.7,5.2,4,5.66,4.58
138465,0.6,4.8,3,5.71,4.52
138466,0.5,4.4,3,5.75,4.47
138467,0.4,4.0,3,5.74,4.47
138468,0.4,3.6,3,5.78,4.52
138469,0.3,3.0,3,6.13,4.61
138470,0.3,2.4,3,6.38,4.72
138471,0.2,1.7,3,6.4,4.83
138472,0.2,1.2,3,6.39,4.91
138473,0.2,0.5,1,6.38,4.92
138474,0.2,0.3,6,6.36,4.86
138475,0.1,0.9,5,6.32,4.77
138476,0.1,1.7,5,6.27,4.67
138477,0.1,2.3,5,6.22,4.57
138478,0.1,3.1,5,6.16,4.48
138479,0.1,3.8,5,6.1,4.39
138480,0.1,4.4,5,5.98,4.27
138481,0.1,4.9,5,5.88,4.05
138482,0.1,5.4,5,5.8,3.75
138483,0.1,5.7,5,2.78,3.47
138484,0.1,6.0,5,2.76,3.25
138485,0.1,6.5,5,2.75,3.1
138486,0.1,6.7,5,2.72,2.96
138487,0.1,6.8,5,2.7,2.82
138488,0.2,7.0,5,2.67,2.68
138489,0.4,7.1,5,2.68,2.89
138490,0.7,7.0,5,3.55,3.19
138491,0.8,7.1,5,3.95,3.61
138492,0.8,7.1,5,4.26,3.79
138493,0.9,6.8,5,4.37,3.88
138494,0.8,6.6,5,4.41,3.94
138495,0.8,6.3,5,4.41,3.95
138496,0.7,6.0,5,4.4,3.94
138497,0.7,5.7,5,4.37,3.91
138498,0.6,5.3,5,4.32,3.86
138499,0.6,5.0,5,4.24,3.82
138500,0.5,4.8,5,4.12,3.77
138501,0.5,4.4,5,4.02,3.75
138502,0.5,4.1,5,3.97,3.73
138503,0.4,3.8,5,3.94,3.72
138504,0.4,3.6,5,3.91,3.71
138505,0.4,3.5,5,3.86,3.7
138506,0.4,3.5,5,3.8,3.69
138507,0.3,3.6,5,3.74,3.69
138508,0.3,3.6,5,3.71,3.7
138509,0.3,3.6,5,3.71,3.71
138510,0.3,3.6,5,4.55,3.72
138511,0.3,3.5,5,4.46,3.72
138512,0.3,3.4,5,4.42,3.73
138513,0.3,3.3,5,4.42,3.78
138514,0.3,3.4,6,4.48,3.9
138515,0.3,3.6,6,4.78,4.1
138516,0.3,3.6,6,5.62,4.35
138517,0.3,3.7,6,5.72,4.6
138518,0.4,3.7,6,5.82,4.83
138519,0.4,3.7,6,5.97,5.02
138520,0.4,3.6,6,6.1,5.16
138521,0.5,3.6,6,6.1,5.27
138522,0.5,3.5,6,6.02,5.33
138523,0.5,3.3,6,5.92,5.35
138524,0.5,3.1,5,5.85,5.35
138525,0.5,2.9,5,5.79,5.33
138526,0.5,3.0,5,5.76,5.31
138527,0.5,3.3,5,5.76,5.34
138528,0.6,4.0,5,5.82,5.4
138529,0.6,4.6,5,5.89,5.44
138530,0.7,5.1,5,5.89,5.41
138531,0.7,5.5,5,5.85,5.3
138532,0.8,6.2,8,5.8,5.09
138533,0.8,6.7,8,5.73,4.76
138534,0.9,7.2,8,5.59,4.53
138535,1.1,7.7,8,5.35,4.48
138536,1.2,7.8,8,5.33,4.59
138537,1.4,8.2,8,5.52,4.76
138538,1.6,8.7,8,5.85,5.0
138539,1.9,9.2,8,6.17,5.29
138540,2.1,9.6,8,6.52,5.6
138541,2.4,9.9,8,6.95,5.89
138542,2.6,0.0,8,7.16,6.14
138543,2.7,0.2,8,7.56,6.35
138544,2.9,0.6,8,7.77,6.53
138545,3.1,0.7,8,7.91,6.68
138546,3.2,0.9,8,8.22,6.83
138547,3.3,1.0,8,8.42,6.96
138548,3.4,1.0,8,8.52,7.06
138549,3.5,1.0,8,8.58,7.15
138550,3.5,0.8,8,8.65,7.21
138551,3.5,0.5,8,8.72,7.25
138552,3.4,0.2,8,8.79,7.26
138553,3.3,9.9,8,8.82,7.26
138554,3.2,9.5,8,8.8,7.23
138555,3.1,9.2,8,8.75,7.18
138556,3.0,9.0,8,8.67,7.12
138557,2.8,8.6,8,8.6,7.06
138558,2.7,8.6,5,8.55,6.98
138559,2.6,8.3,5,8.49,6.91
138560,2.5,8.3,5,8.45,6.84
138561,2.5,8.4,5,8.4,6.76
138562,2.4,8.1,5,8.35,6.71
138563,2.3,7.9,5,8.28,6.67
138564,2.2,7.4,5,8.18,6.65
138565,2.1,6.6,8,8.02,6.65
138566,2.0,6.6,8,7.89,6.63
138567,1.9,6.4,8,7.82,6.58
138568,1.8,6.2,8,7.76,6.52
138569,1.7,6.1,8,7.7,6.46
138570,1.6,5.8,5,7.63,6.39
138571,1.6,5.7,5,7.52,6.32
138572,1.5,5.5,5,7.32,6.24
138573,1.4,5.4,5,7.16,6.16
138574,1.3,5.3,5,7.07,6.08
138575,1.3,5.2,5,7.01,5.99
138576,1.2,5.2,5,6.93,5.9
138577,1.1,5.4,5,6.82,5.8
138578,1.1,5.5,5,6.6,5.69
138579,1.0,5.9,6,6.47,5.57
138580,1.0,6.1,6,6.41,5.42
138581,1.0,6.4,6,6.35,5.24
138582,0.9,6.7,6,6.28,5.03
138583,1.0,6.9,6,6.17,4.83
138584,1.0,7.1,6,5.96,4.66
138585,1.0,7.1,6,5.81,4.55
138586,1.0,7.1,6,5.69,4.51
138587,1.1,7.1,6,4.9,4.5
138588,1.1,7.1,6,5.05,4.5
138589,1.1,6.9,6,5.09,4.52
138590,1.1,6.7,6,5.07,4.54
138591,1.1,6.5,6,5.05,4.56
138592,1.1,6.3,6,5.06,4.58
138593,1.1,6.1,6,5.11,4.59
138594,1.1,5.9,6,5.15,4.61
138595,1.0,5.7,6,5.18,4.62
138596,1.0,5.4,6,5.18,4.61
138597,1.0,5.2,2,5.15,4.58
138598,0.9,5.0,2,5.09,4.54
138599,0.8,4.7,2,5.0,4.49
138600,0.8,4.5,2,4.92,4.43
138601,0.7,4.2,2,4.86,4.36
138602,0.7,3.9,2,4.8,4.3
138603,0.6,3.8,2,4.74,4.24
138604,0.6,3.5,2,4.66,4.17
138605,0.5,3.3,2,4.54,4.1
138606,0.5,3.2,2,4.43,4.03
138607,0.5,3.1,2,4.37,3.96
138608,0.4,3.1,1,4.32,3.9
138609,0.4,3.1,1,4.25,3.84
138610,0.4,3.2,1,4.15,3.79
138611,0.3,3.4,1,4.06,3.75
138612,0.3,3.6,1,4.01,3.72
138613,0.3,4.1,3,3.98,3.68
138614,0.3,4.8,3,3.94,3.64
138615,0.2,5.5,3,3.87,3.58
138616,0.2,6.4,3,3.78,3.5
138617,0.2,7.1,3,3.69,3.37
138618,0.2,7.8,3,3.61,3.14
138619,0.4,8.6,3,2.66,2.52
138620,1.0,9.5,3,3.51,3.16
138621,1.2,0.3,3,3.99,3.84
138622,1.5,1.0,3,4.45,4.12
138623,1.8,1.7,3,4.81,4.43
138624,2.3,2.3,3,5.33,4.9
138625,2.6,2.7,3,5.82,5.28
138626,2.8,3.0,3,6.09,5.56
138627,3.1,3.1,3,6.41,5.8
138628,3.2,2.9,3,6.54,5.95
138629,3.3,3.0,3,6.79,6.03
138630,3.3,3.0,3,6.93,6.11
138631,3.3,2.7,3,6.97,6.15
138632,3.3,2.4,3,6.98,6.14
138633,3.1,2.1,3,6.96,6.09
138634,3.0,1.8,3,6.9,6.01
138635,2.9,1.4,3,6.82,5.93
138636,2.7,0.9,3,6.66,5.84
138637,2.6,0.5,3,6.47,5.72
138638,2.4,0.1,3,6.38,5.59
138639,2.3,9.7,3,6.31,5.48
138640,2.1,9.2,3,6.18,5.34
138641,2.0,8.8,3,5.93,5.22
138642,1.8,8.3,3,5.84,5.11
138643,1.7,7.8,3,5.77,5.01
138644,1.5,7.5,3,5.67,4.9
138645,1.4,7.2,3,5.42,4.8
138646,1.3,6.8,3,5.29,4.7
138647,1.2,6.4,3,5.22,4.62
138648,1.1,6.1,3,5.09,4.54
138649,1.0,5.9,3,4.87,4.48
138650,0.9,5.5,3,4.77,4.43
138651,0.8,5.3,3,4.62,4.4
138652,0.7,5.1,3,4.44,4.41
138653,0.6,4.8,3,4.34,4.45
138654,0.6,4.6,3,4.06,4.52
138655,0.6,4.4,3,6.33,4.62
138656,0.5,4.3,3,6.38,4.74
138657,0.5,4.1,3,6.42,4.85
138658,0.5,4.0,3,6.44,4.93
138659,0.5,3.9,3,6.42,5.01
138660,0.5,3.9,3,6.38,5.09
138661,0.4,3.9,3,6.34,5.17
138662,0.4,3.9,3,6.29,5.24
138663,0.4,4.0,3,6.24,5.3
138664,0.4,4.0,3,6.2,5.35
138665,0.4,4.0,3,6.18,5.4
138666,0.4,4.0,3,6.17,5.44
138667,0.4,3.9,3,6.16,5.49
138668,0.4,3.6,3,6.16,5.52
138669,0.5,3.3,3,6.16,5.54
138670,0.5,3.0,3,6.14,5.54
138671,0.5,2.5,3,6.14,5.54
138672,0.5,2.1,1,6.15,5.54
138673,0.5,1.8,1,6.21,5.54
138674,0.6,2.1,2,6.27,5.56
138675,0.6,2.8,2,6.34,5.59
138676,0.7,3.5,2,6.4,5.64
138677,0.7,4.2,2,6.48,5.71
138678,0.8,4.7,6,6.59,5.75
138679,0.9,5.2,6,6.7,5.74
138680,1.1,5.5,6,6.74,5.77
138681,1.3,5.8,6,6.91,5.91
138682,1.5,6.1,6,7.27,6.12
138683,1.7,6.4,6,7.47,6.33
138684,1.9,6.9,6,7.79,6.49
138685,2.0,7.1,6,7.94,6.6
138686,2.1,7.2,6,7.96,6.67
138687,2.1,7.3,6,7.96,6.71
138688,2.2,7.2,6,7.97,6.73
138689,2.2,7.3,6,7.96,6.73
138690,2.1,7.2,6,7.92,6.69
138691,2.1,6.9,6,7.85,6.63
138692,2.0,6.8,6,7.76,6.57
138693,2.0,6.4,6,7.67,6.5
138694,1.9,6.1,6,7.58,6.44
138695,1.8,5.7,6,7.44,6.39
138696,1.7,5.3,6,7.24,6.33
138697,1.7,4.9,6,7.12,6.28
138698,1.6,4.6,6,7.05,6.22
138699,1.5,4.3,2,6.98,6.17
138700,1.5,4.3,2,6.91,6.11
138701,1.4,4.3,2,6.81,6.06
138702,1.3,4.6,2,6.65,6.01
138703,1.3,5.0,2,6.55,5.97
138704,1.2,5.3,1,6.5,5.93
138705,1.2,5.7,1,6.48,5.9
138706,1.1,6.1,1,6.48,5.84
138707,1.2,6.4,1,6.48,5.67
138708,1.2,6.8,1,6.49,5.45
138709,1.3,6.9,1,6.47,5.34
138710,1.3,6.9,1,6.46,5.31
138711,1.3,6.8,1,6.46,5.3
138712,1.3,6.7,1,6.46,5.3
138713,1.3,6.5,1,6.47,5.31
138714,1.3,6.4,1,6.49,5.31
138715,1.2,6.3,1,6.49,5.29
138716,1.2,6.2,1,6.47,5.24
138717,1.1,6.1,1,6.4,5.18
138718,1.0,6.0,1,6.3,5.09
138719,1.0,5.9,1,6.16,4.98
138720,0.9,5.6,1,5.39,4.87
138721,0.9,5.3,1,5.16,4.77
138722,0.8,5.0,1,4.99,4.68
138723,0.8,4.6,1,4.94,4.61
138724,0.7,4.1,1,4.88,4.53
138725,0.7,3.8,3,4.82,4.46
138726,0.6,3.5,3,4.79,4.4
138727,0.5,3.3,3,4.8,4.32
138728,0.5,3.3,3,4.82,4.24
138729,0.4,3.3,1,4.78,4.15
138730,0.4,3.4,1,4.68,4.06
138731,0.4,3.6,1,4.59,3.98
138732,0.3,3.9,1,4.47,3.9
138733,0.3,4.1,1,4.11,3.81
138734,0.3,4.4,1,4.01,3.72
138735,0.3,4.8,1,3.96,3.7
138736,0.4,5.1,1,3.95,3.7
138737,0.3,5.4,1,3.93,3.65
138738,0.3,5.7,1,3.89,3.56
138739,0.4,6.1,1,3.83,3.42
138740,0.4,6.5,1,4.18,3.46
138741,0.5,6.8,1,3.97,3.52
138742,0.6,7.0,1,3.76,3.47
138743,0.7,7.1,1,3.93,3.64
138744,0.8,7.1,1,4.05,3.79
138745,0.8,7.3,1,4.07,3.82
138746,0.8,7.4,1,4.09,3.81
138747,0.9,7.6,1,4.12,3.83
138748,0.9,7.6,1,4.28,3.87
138749,1.0,7.8,1,4.36,3.93
138750,1.0,7.9,1,4.39,3.98
138751,1.1,7.9,1,4.42,4.02
138752,1.1,8.0,1,4.43,4.04
138753,1.1,8.0,1,4.43,4.05
138754,1.1,8.1,1,4.44,4.08
138755,1.1,8.1,1,4.48,4.11
138756,1.1,8.1,1,4.5,4.11
138757,1.1,8.1,1,4.49,4.09
138758,1.2,8.2,1,4.51,4.1
138759,1.2,8.3,1,4.6,4.12
138760,1.2,8.4,1,4.65,4.14
138761,1.2,8.5,1,4.69,4.17
138762,1.3,8.7,1,4.74,4.2
138763,1.3,8.6,1,4.78,4.24
138764,1.4,8.6,1,4.8,4.28
138765,1.4,8.5,1,4.81,4.3
138766,1.3,8.3,1,4.8,4.28
138767,1.3,8.1,1,4.77,4.23
138768,1.2,7.7,1,4.72,4.16
138769,1.1,7.3,1,4.5,4.07
138770,0.9,6.9,1,4.32,3.94
138771,0.8,6.5,2,4.1,3.81
138772,0.6,6.0,2,3.92,3.7
138773,0.5,5.6,2,3.84,3.62
138774,0.5,5.2,2,3.66,3.52
138775,0.4,4.6,2,3.58,3.4
138776,0.3,4.0,2,3.52,3.26
138777,0.3,3.5,2,3.33,3.13
138778,0.2,2.8,2,3.22,3.02
138779,0.2,2.3,2,3.18,2.92
138780,0.2,1.7,2,3.12,2.83
138781,0.1,1.3,2,2.96,2.74
138782,0.1,1.0,6,2.82,2.67
138783,0.1,0.9,6,2.75,2.66
138784,0.1,0.8,6,2.74,2.71
138785,0.1,0.8,5,2.75,2.82
138795,0.1,5.4,7,2.78,3.18
138796,0.1,6.0,7,2.77,3.12
138797,0.1,6.5,7,2.73,3.0
138798,0.1,6.7,7,2.7,2.83
138799,0.2,6.8,7,2.67,2.61
138800,0.6,6.9,7,2.66,2.45
138801,0.8,6.8,7,3.55,3.43
138802,0.7,7.0,7,3.7,3.61
138803,0.7,7.1,7,3.91,3.67
138804,0.7,7.2,7,3.98,3.73
138805,0.7,7.2,7,4.03,3.78
138806,0.8,7.3,7,4.12,3.82
138807,0.8,7.2,7,4.34,3.86
138808,0.8,6.9,7,4.37,3.92
138809,0.8,6.8,8,4.38,3.97
138810,0.8,6.7,8,4.39,4.01
138811,0.8,6.8,8,4.48,4.1
138812,0.9,6.9,8,4.75,4.39
138813,1.1,7.1,8,5.75,4.78
138814,1.3,7.2,8,6.24,5.12
138815,1.4,7.3,8,6.4,5.33
138816,1.5,7.3,8,6.48,5.42
138817,1.5,7.4,8,6.52,5.44
138818,1.5,7.5,8,6.54,5.43
138819,1.5,7.5,8,6.56,5.42
138820,1.6,7.5,8,6.58,5.43
138821,1.6,7.6,7,6.6,5.45
138822,1.6,7.5,7,6.64,5.48
138823,1.6,7.5,7,6.7,5.52
138824,1.7,7.6,7,6.76,5.58
138825,1.7,7.6,7,6.83,5.63
138826,1.7,7.6,7,6.9,5.67
138827,1.7,7.7,7,6.95,5.7
138828,1.7,7.7,7,6.99,5.71
138829,1.7,7.7,7,7.01,5.71
138830,1.7,7.7,7,7.01,5.7
138831,1.7,7.7,7,7.0,5.66
138832,1.7,7.8,7,6.98,5.62
138833,1.7,7.8,7,6.94,5.57
138834,1.7,7.8,7,6.88,5.51
138835,1.6,7.7,7,6.8,5.46
138836,1.6,7.6,7,6.69,5.4
