,a,b,r
37039,0.33037296629011237,0.05361748163485802,0.028342585919630348
37040,0.33037296629011237,0.04730335354781379,0.022032605505600378
37041,0.33037296629011237,0.042493772046050315,0.017223201916110376
37042,0.33037296629011237,0.034814153543447524,0.009553372439102592
37043,0.33037296629011237,0.02343553407156429,-0.0018266456017360655
37044,0.33037296629011237,0.013140788451198149,-0.012096266928942667
37045,0.33037296629011237,-0.00019870915268438427,-0.02541947709072101
37046,0.33037296629011237,-0.025446344226373263,-0.05069679802756022
37047,0.33037296629011237,-0.047838267481103425,-0.0731719138434066
37048,0.33037296629011237,-0.07477598508003364,-0.10023319849214363
37049,0.33037296629011237,-0.09523918479112281,-0.12084956054632123
37050,0.33037296629011237,-0.11764543322773369,-0.14338289712869257
37051,0.33037296629011237,-0.13679118283530467,-0.1626224428508864
37052,0.33037296629011237,-0.15353911271243686,-0.179342772353685
37053,0.33037296629011237,-0.16643309972688441,-0.19231359115936753
37054,0.33037296629011237,-0.18020409102181362,-0.20611720537235717
37055,0.33037296629011237,-0.19237601564918339,-0.2182945509040175
37056,0.33037296629011237,-0.19631015341226643,-0.22211153269139822
37057,0.33037296629011237,-0.19566478170099,-0.2214175336814196
37058,0.33037296629011237,-0.18906709336710892,-0.21473047769702103
37059,0.33037296629011237,-0.1826262906094276,-0.2082103670669307
37060,0.33037296629011237,-0.1736470514097842,-0.19918993885068503
37061,0.33037296629011237,-0.1597067930395703,-0.18528878173788543
37062,0.33037296629011237,-0.12873154032079037,-0.1543222227256975
37063,0.33037296629011237,-0.07986874368763974,-0.10513242803617712
37064,0.33037296629011237,-0.026904411041414944,-0.05205471572630438
37065,0.33037296629011237,0.02471732536212734,-0.0005022644552441502
37066,0.33037296629011237,0.047221598105614215,0.02212476081013781
37067,0.33037296629011237,0.0917215760847454,0.0665116834098215
37068,0.33037296629011237,0.14192752979440093,0.11640739620424678
37069,0.33037296629011237,0.1632046768675648,0.13734181709074766
37070,0.33037296629011237,0.19408775403482303,0.16816189477279697
37071,0.33037296629011237,0.2327430172506837,0.20686770172271907
37072,0.33037296629011237,0.2590066379170739,0.23301752967424272
37073,0.33037296629011237,0.29588235443832933,0.26983988264199554
37074,0.33037296629011237,0.32435981943699876,0.2980659135307545
37075,0.33037296629011237,0.33713780302308827,0.3107147937523107
37076,0.33037296629011237,0.3320265235845181,0.30531586353806595
37077,0.33037296629011237,0.31560630690067126,0.2887003958945832
37078,0.33037296629011237,0.31565707488446315,0.28894988876805316
37079,0.33037296629011237,0.3189686499807871,0.2926794059633411
37080,0.33037296629011237,0.3021996198985699,0.2760500793490306
37081,0.33037296629011237,0.27958314738133083,0.2534731769424827
37082,0.33037296629011237,0.2572855856403917,0.231139551830155
37083,0.33037296629011237,0.24033950489822375,0.21412002058704105
37084,0.33037296629011237,0.23049392380689437,0.20437281975052113
37085,0.33037296629011237,0.39725495874798267,0.3736791261470189
37086,0.33037296629011237,0.40580061829488967,0.3823267950203687
37087,0.33037296629011237,0.41853609176994433,0.39562657895006803
37088,0.33037296629011237,0.4549764398951932,0.437148175237832
37089,0.33037296629011237,0.4111181486969808,0.3850359604582244
37090,0.33037296629011237,0.404748001313435,0.37999254044413733
37091,0.33037296629011237,0.41434819956550606,0.39350314360335836
37092,0.33037296629011237,0.3933084762656952,0.36505895787704257
37093,0.33037296629011237,0.38764766124886607,0.3636250013003025
37094,0.33037296629011237,0.3741012192164458,0.3499231736780144
37095,0.33037296629011237,0.3609873557114096,0.3365895202523229
37096,0.33037296629011237,0.3454566568151669,0.3213751401802162
37097,0.33037296629011237,0.3632465698345124,0.33891897424245776
37098,0.33037296629011237,0.33663647286439846,0.3122971976090495
37099,0.33037296629011237,0.3045748568721893,0.27797750249813624
37100,0.33037296629011237,0.27959326092235215,0.2532372730005601
37101,0.33037296629011237,0.2587882828225373,0.23188955216270102
37102,0.33037296629011237,0.23900540711648666,0.214480600324506
37103,0.33037296629011237,0.2186211411940031,0.1944954003721341
37104,0.33037296629011237,0.20352923098489262,0.17847564838054475
37105,0.33037296629011237,0.1928198682516571,0.16850176506805414
37106,0.33037296629011237,0.1906057931056485,0.16883914161114388
37107,0.33037296629011237,0.18730896032876054,0.16523890157061805
37108,0.33037296629011237,0.1700040137245169,0.14412949331017
37109,0.33037296629011237,-0.014110420045889638,-0.04134271689044572
37110,0.33037296629011237,-0.02398472232884874,-0.04946371001922634
37111,0.33037296629011237,-0.012308917706218114,-0.03790404756386101
37112,0.33037296629011237,0.010055682300562307,-0.015790216983321947
37113,0.33037296629011237,0.035003179979245624,0.008737950933960237
37114,0.33037296629011237,0.05947840726662712,0.03423189611371191
37115,0.33037296629011237,0.07877104231337761,0.05216054415816196
37116,0.33037296629011237,0.10599879575234006,0.07904561610551497
37117,0.33037296629011237,0.11290077025063183,0.0855136640008699
37118,0.33037296629011237,0.11191339075427365,0.08584675429472821
37119,0.33037296629011237,0.10058637296956263,0.07495444427548636
37120,0.33037296629011237,0.08794377390662667,0.0627119249910989
37121,0.33037296629011237,0.07658098300788996,0.05069382285760071
37122,0.33037296629011237,0.07165569750777712,0.04596654530072353
37123,0.33037296629011237,0.07328489136991345,0.04766644412121479
37124,0.33037296629011237,0.07604942876270226,0.05032675305836831
37125,0.33037296629011237,0.08367065687759512,0.05993742587396367
37126,0.33037296629011237,0.08952112783175081,0.06590039503260992
37127,0.33037296629011237,0.08813535803137074,0.0632439297663725
37128,0.33037296629011237,0.08757181661979618,0.06255879160604116
37129,0.33037296629011237,0.08027869772230056,0.054966064505462375
37130,0.33037296629011237,0.06923156853785772,0.04471646323219558
