,0,1,2
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.07797946413445686,0.33807299518162315,-0.13052608577720443
0,0.04823166502286852,-0.010300158654405145,0.6165227741574583
0,0.048002886170196254,-0.047438004532507794,0.7776016313750762
0,0.021688581151025774,0.04567642534372507,0.7396256143626787
0,0.026875562382151927,0.08825062215785623,0.31653860053267086
0,0.0,0.0,0.0
0,-0.0008402639475033562,1.1434073205201272,-0.8187379043291645
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.023245892967255807,0.8390634011703237,-0.7834161420683832
0,0.1253124976931045,0.31952889078394653,0.010466523912822573
0,0.11288427488350107,-0.15220586555969606,0.7055306687241046
0,0.0210090881579548,-0.3038519848526,1.212801133712286
0,-0.004590993831933175,-0.25682594566819217,0.6431351266873289
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.027611066666492087,0.39704309599619164,-0.36551217808533376
0,0.028162798906523772,-0.11143940750776626,0.6353201375120276
0,0.023107210796707807,-0.24736136048509177,0.9837562084029574
0,0.06057326360948437,-0.10357608706610094,0.7805893117893059
0,-0.045145747344057165,-0.04140194900294747,0.6093517230051877
0,-0.0024577830171216247,0.942383268987349,-0.8206605197293924
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,-0.004526837175620487,0.5725530543717938,-0.3708246691919649
0,0.045832868280566236,0.036064781109075406,0.7921960452632087
0,-0.009397232592388087,-0.4258385374848151,1.3600224062959
0,-0.020990815313089082,0.6514767547168697,-0.43958955274574685
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,-0.022740667296648892,0.7561106447384545,-0.5958216293166317
0,-0.028134060395994066,-0.02871062175254141,0.7313587760413687
0,0.12556647827047654,0.057555626272223104,0.3055552759409992
0,0.0719988494010928,-0.09975872945110137,0.7675886681060998
0,-0.038406807632658996,-0.03689553054109285,0.895989534495705
0,-0.04168319918853258,-0.05528072338540424,0.4756604271728004
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.03479401232272498,0.32689756137611664,-0.20388619803168795
0,0.023443091614787442,-0.4689983759476215,1.3661699379023855
0,0.04025586327119593,-0.16920399347731085,1.0538815968587592
0,-0.010207388003412985,-0.010990057570468559,1.014594649866203
0,-0.021625757993460785,-0.21462483825427828,0.5121539600222998
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,-0.0018993059421769573,0.300326299456663,-0.19519432511913565
0,-0.006064220666949278,0.1897183949598633,-0.15310240012672055
0,0.02377913945760646,-0.12949090031034394,0.880577636596802
0,0.08846138435737237,-0.2770156613433561,0.9225527437542872
0,0.09469898226511188,-0.2904398644101632,1.0204149216721077
0,0.009611985085868857,-0.128850801311734,1.1886397838025309
0,-0.05030735961328371,0.02136484749448858,0.3268099791661687
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.03062991337268165,0.08027266223130834,-0.030265828104043824
0,0.07446376076808099,0.003211421038114115,0.4770636354612395
0,0.1021648422954407,-0.2853093887932071,0.9679378790489245
0,0.1014166077555302,-0.18395907745438,0.8369755585964145
0,-0.06288630232858912,-0.07878602414818997,0.8998192461120146
0,-0.008617630174308697,0.301764694199929,-0.034629456147711374
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.012130174802493988,0.04798261481899034,0.03134709384900418
0,-0.00956480428246023,-0.31441084505102335,1.2252770963564437
0,0.061714095920002605,-0.24709253958426414,1.0433161850496178
0,0.06404632531596004,-0.13745519594854658,0.9532192490674318
0,0.005387451751489341,0.041742032241124494,0.9027252507134239
0,-0.04414709571440694,-0.1906118786727453,0.8157164564477146
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0008668091639192841,1.1995614950676985,-1.0162654238750823
0,0.0,0.0,0.0
0,0.007913354825921315,0.07967512269977808,-0.06922369440329981
0,0.07029096135379392,-0.08800903104100849,0.6761201616497561
0,-0.01244879911649284,-0.38761774350918565,1.2469551466723692
0,0.012753548725719236,-0.3347388248548498,1.277992946907206
0,0.005958965445278723,1.3568536663945672,-1.1010856881278064
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.07962826656874408,0.3149198466949624,-0.16689913972428957
0,0.14383936034882136,-0.13166099987034718,0.5544447421788086
0,-0.05758111917205895,-0.30083788866219474,0.7375786426876108
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0002694249391593043,-0.08284855512941212,0.19954314554941752
0,0.06545838860549881,0.0789970547111612,0.34841840242590977
0,0.05948866925010493,-0.026280704060979765,0.746789952409988
0,0.03724111307960656,-0.1698603823499698,1.0046978471845602
0,-0.02014537035570598,0.19679187692116729,0.47937263160060317
0,-0.04082330651432401,-0.35889447802633023,0.680852009056746
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,-0.001393403492924422,0.6294582454110331,-0.6001473350991557
0,-0.02442035671008931,1.1109773987212226,-0.8843193670924226
0,0.08869395108108855,-0.1483690292520825,0.6533195167604409
0,0.06615684005234965,-0.1696029256499278,0.6765787736287373
0,0.07924001357991581,-0.1860350386224222,1.0346274279917997
0,0.03554691043368834,-0.34263449099189824,0.6715932371129398
0,0.0013460060092587182,0.02943909698547681,0.2924683237395373
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,-0.005817096846007042,1.4740370612370102,-1.3816496877642304
0,0.034385777211684475,0.8178696721382562,-0.7589975783943594
0,0.11199015586722348,-0.01237565719906708,0.5295494095792479
0,0.08150176763025359,0.037172219972419485,0.5520646420986176
0,0.01953427362808639,-0.5540629387750041,1.6132938052393597
0,0.04631411378397966,-0.046599795186279436,0.33188420032469
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,-0.009620261240463873,0.2645726827258002,-0.15640524183773166
0,0.001459988385279208,0.007105733282019672,-0.005904708732289252
0,0.04651325285080129,0.22808662751099562,0.13156168367951415
0,0.04792833656862701,-0.011998069319362592,0.5267050319051266
0,0.02872126049404077,-0.09698515108781802,1.0318849847429072
0,-0.0009853244793337807,0.6425425513039009,-0.44012763326112203
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.013001772990947326,0.16370973878182465,-0.0951506402308002
0,0.08278637816007306,0.09306907851371954,0.058491778463812476
